id,parent_id,code,description,level
block:W88,chapter:W,W88,Block W88,block
block:W89,chapter:W,W89,Block W89,block
block:W90,chapter:W,W90,Block W90,block
block:W91,chapter:W,W91,Block W91,block
block:W92,chapter:W,W92,Block W92,block
block:W93,chapter:W,W93,Block W93,block
block:W94,chapter:W,W94,Block W94,block
block:W99,chapter:W,W99,Block W99,block
block:X00,chapter:X,X00,Block X00,block
block:X01,chapter:X,X01,Block X01,block
block:X02,chapter:X,X02,Block X02,block
block:X03,chapter:X,X03,Block X03,block
block:X04,chapter:X,X04,Block X04,block
block:X05,chapter:X,X05,Block X05,block
block:X06,chapter:X,X06,Block X06,block
block:X08,chapter:X,X08,Block X08,block
block:X09,chapter:X,X09,Block X09,block
block:X10,chapter:X,X10,Block X10,block
block:X11,chapter:X,X11,Block X11,block
block:X12,chapter:X,X12,Block X12,block
block:X13,chapter:X,X13,Block X13,block
block:X14,chapter:X,X14,Block X14,block
block:X15,chapter:X,X15,Block X15,block
block:X16,chapter:X,X16,Block X16,block
block:X17,chapter:X,X17,Block X17,block
block:X18,chapter:X,X18,Block X18,block
block:X19,chapter:X,X19,Block X19,block
block:X20,chapter:X,X20,Block X20,block
block:X21,chapter:X,X21,Block X21,block
block:X22,chapter:X,X22,Block X22,block
block:X23,chapter:X,X23,Block X23,block
block:X24,chapter:X,X24,Block X24,block
block:X25,chapter:X,X25,Block X25,block
block:X26,chapter:X,X26,Block X26,block
block:X27,chapter:X,X27,Block X27,block
block:X28,chapter:X,X28,Block X28,block
block:X29,chapter:X,X29,Block X29,block
block:X30,chapter:X,X30,Block X30,block
block:X31,chapter:X,X31,Block X31,block
block:X32,chapter:X,X32,Block X32,block
block:X33,chapter:X,X33,Block X33,block
block:X34,chapter:X,X34,Block X34,block
block:X35,chapter:X,X35,Block X35,block
block:X36,chapter:X,X36,Block X36,block
block:X37,chapter:X,X37,Block X37,block
block:X38,chapter:X,X38,Block X38,block
block:X39,chapter:X,X39,Block X39,block
block:X40,chapter:X,X40,Block X40,block
block:X41,chapter:X,X41,Block X41,block
block:X42,chapter:X,X42,Block X42,block
block:X43,chapter:X,X43,Block X43,block
block:X44,chapter:X,X44,Block X44,block
block:X45,chapter:X,X45,Block X45,block
block:X46,chapter:X,X46,Block X46,block
block:X47,chapter:X,X47,Block X47,block
block:X48,chapter:X,X48,Block X48,block
block:X49,chapter:X,X49,Block X49,block
block:X50,chapter:X,X50,Block X50,block
block:X51,chapter:X,X51,Block X51,block
block:X52,chapter:X,X52,Block X52,block
block:X53,chapter:X,X53,Block X53,block
block:X54,chapter:X,X54,Block X54,block
block:X57,chapter:X,X57,Block X57,block
block:X58,chapter:X,X58,Block X58,block
block:X59,chapter:X,X59,Block X59,block
block:X60,chapter:X,X60,Block X60,block
block:X61,chapter:X,X61,Block X61,block
block:X62,chapter:X,X62,Block X62,block
block:X63,chapter:X,X63,Block X63,block
block:X64,chapter:X,X64,Block X64,block
block:X65,chapter:X,X65,Block X65,block
block:X66,chapter:X,X66,Block X66,block
block:X67,chapter:X,X67,Block X67,block
block:X68,chapter:X,X68,Block X68,block
block:X69,chapter:X,X69,Block X69,block
block:X70,chapter:X,X70,Block X70,block
block:X71,chapter:X,X71,Block X71,block
block:X72,chapter:X,X72,Block X72,block
block:X73,chapter:X,X73,Block X73,block
block:X74,chapter:X,X74,Block X74,block
block:X75,chapter:X,X75,Block X75,block
block:X76,chapter:X,X76,Block X76,block
block:X77,chapter:X,X77,Block X77,block
block:X78,chapter:X,X78,Block X78,block
block:X79,chapter:X,X79,Block X79,block
block:X80,chapter:X,X80,Block X80,block
block:X81,chapter:X,X81,Block X81,block
block:X82,chapter:X,X82,Block X82,block
block:X83,chapter:X,X83,Block X83,block
block:X84,chapter:X,X84,Block X84,block
block:X85,chapter:X,X85,Block X85,block
block:X86,chapter:X,X86,Block X86,block
block:X87,chapter:X,X87,Block X87,block
block:X88,chapter:X,X88,Block X88,block
block:X89,chapter:X,X89,Block X89,block
block:X90,chapter:X,X90,Block X90,block
block:X91,chapter:X,X91,Block X91,block
block:X92,chapter:X,X92,Block X92,block
block:X93,chapter:X,X93,Block X93,block
block:X94,chapter:X,X94,Block X94,block
block:X95,chapter:X,X95,Block X95,block
block:X96,chapter:X,X96,Block X96,block
block:X97,chapter:X,X97,Block X97,block
block:X98,chapter:X,X98,Block X98,block
block:X99,chapter:X,X99,Block X99,block
block:Y00,chapter:Y,Y00,Block Y00,block
block:Y01,chapter:Y,Y01,Block Y01,block
block:Y02,chapter:Y,Y02,Block Y02,block
block:Y03,chapter:Y,Y03,Block Y03,block
block:Y04,chapter:Y,Y04,Block Y04,block
block:Y05,chapter:Y,Y05,Block Y05,block
block:Y06,chapter:Y,Y06,Block Y06,block
block:Y07,chapter:Y,Y07,Block Y07,block
block:Y08,chapter:Y,Y08,Block Y08,block
block:Y09,chapter:Y,Y09,Block Y09,block
block:Y10,chapter:Y,Y10,Block Y10,block
block:Y11,chapter:Y,Y11,Block Y11,block
block:Y12,chapter:Y,Y12,Block Y12,block
block:Y13,chapter:Y,Y13,Block Y13,block
block:Y14,chapter:Y,Y14,Block Y14,block
block:Y15,chapter:Y,Y15,Block Y15,block
block:Y16,chapter:Y,Y16,Block Y16,block
block:Y17,chapter:Y,Y17,Block Y17,block
block:Y18,chapter:Y,Y18,Block Y18,block
block:Y19,chapter:Y,Y19,Block Y19,block
block:Y20,chapter:Y,Y20,Block Y20,block
block:Y21,chapter:Y,Y21,Block Y21,block
block:Y22,chapter:Y,Y22,Block Y22,block
block:Y23,chapter:Y,Y23,Block Y23,block
block:Y24,chapter:Y,Y24,Block Y24,block
block:Y25,chapter:Y,Y25,Block Y25,block
block:Y26,chapter:Y,Y26,Block Y26,block
block:Y27,chapter:Y,Y27,Block Y27,block
block:Y28,chapter:Y,Y28,Block Y28,block
block:Y29,chapter:Y,Y29,Block Y29,block
block:Y30,chapter:Y,Y30,Block Y30,block
block:Y31,chapter:Y,Y31,Block Y31,block
block:Y32,chapter:Y,Y32,Block Y32,block
block:Y33,chapter:Y,Y33,Block Y33,block
block:Y34,chapter:Y,Y34,Block Y34,block
block:Y35,chapter:Y,Y35,Block Y35,block
block:Y36,chapter:Y,Y36,Block Y36,block
block:Y40,chapter:Y,Y40,Block Y40,block
block:Y41,chapter:Y,Y41,Block Y41,block
block:Y42,chapter:Y,Y42,Block Y42,block
block:Y43,chapter:Y,Y43,Block Y43,block
block:Y44,chapter:Y,Y44,Block Y44,block
block:Y45,chapter:Y,Y45,Block Y45,block
block:Y46,chapter:Y,Y46,Block Y46,block
block:Y47,chapter:Y,Y47,Block Y47,block
block:Y48,chapter:Y,Y48,Block Y48,block
block:Y49,chapter:Y,Y49,Block Y49,block
block:Y50,chapter:Y,Y50,Block Y50,block
block:Y51,chapter:Y,Y51,Block Y51,block
block:Y52,chapter:Y,Y52,Block Y52,block
block:Y53,chapter:Y,Y53,Block Y53,block
block:Y54,chapter:Y,Y54,Block Y54,block
block:Y55,chapter:Y,Y55,Block Y55,block
block:Y56,chapter:Y,Y56,Block Y56,block
block:Y57,chapter:Y,Y57,Block Y57,block
block:Y58,chapter:Y,Y58,Block Y58,block
block:Y59,chapter:Y,Y59,Block Y59,block
block:Y60,chapter:Y,Y60,Block Y60,block
block:Y61,chapter:Y,Y61,Block Y61,block
block:Y62,chapter:Y,Y62,Block Y62,block
block:Y63,chapter:Y,Y63,Block Y63,block
block:Y64,chapter:Y,Y64,Block Y64,block
block:Y65,chapter:Y,Y65,Block Y65,block
block:Y66,chapter:Y,Y66,Block Y66,block
block:Y69,chapter:Y,Y69,Block Y69,block
block:Y70,chapter:Y,Y70,Block Y70,block
block:Y71,chapter:Y,Y71,Block Y71,block
block:Y72,chapter:Y,Y72,Block Y72,block
block:Y73,chapter:Y,Y73,Block Y73,block
block:Y74,chapter:Y,Y74,Block Y74,block
block:Y75,chapter:Y,Y75,Block Y75,block
block:Y76,chapter:Y,Y76,Block Y76,block
block:Y77,chapter:Y,Y77,Block Y77,block
block:Y78,chapter:Y,Y78,Block Y78,block
block:Y79,chapter:Y,Y79,Block Y79,block
block:Y80,chapter:Y,Y80,Block Y80,block
block:Y81,chapter:Y,Y81,Block Y81,block
block:Y82,chapter:Y,Y82,Block Y82,block
block:Y83,chapter:Y,Y83,Block Y83,block
block:Y84,chapter:Y,Y84,Block Y84,block
block:Y85,chapter:Y,Y85,Block Y85,block
block:Y86,chapter:Y,Y86,Block Y86,block
block:Y87,chapter:Y,Y87,Block Y87,block
block:Y88,chapter:Y,Y88,Block Y88,block
block:Y89,chapter:Y,Y89,Block Y89,block
block:Y90,chapter:Y,Y90,Block Y90,block
block:Y91,chapter:Y,Y91,Block Y91,block
block:Y95,chapter:Y,Y95,Block Y95,block
block:Y96,chapter:Y,Y96,Block Y96,block
block:Y97,chapter:Y,Y97,Block Y97,block
block:Y98,chapter:Y,Y98,Block Y98,block
block:Z00,chapter:Z,Z00,Block Z00,block
block:Z01,chapter:Z,Z01,Block Z01,block
block:Z02,chapter:Z,Z02,Block Z02,block
block:Z03,chapter:Z,Z03,Block Z03,block
block:Z04,chapter:Z,Z04,Block Z04,block
block:Z08,chapter:Z,Z08,Block Z08,block
block:Z09,chapter:Z,Z09,Block Z09,block
block:Z10,chapter:Z,Z10,Block Z10,block
block:Z11,chapter:Z,Z11,Block Z11,block
block:Z12,chapter:Z,Z12,Block Z12,block
block:Z13,chapter:Z,Z13,Block Z13,block
block:Z20,chapter:Z,Z20,Block Z20,block
block:Z21,chapter:Z,Z21,Block Z21,block
block:Z22,chapter:Z,Z22,Block Z22,block
block:Z23,chapter:Z,Z23,Block Z23,block
block:Z24,chapter:Z,Z24,Block Z24,block
block:Z25,chapter:Z,Z25,Block Z25,block
block:Z26,chapter:Z,Z26,Block Z26,block
block:Z27,chapter:Z,Z27,Block Z27,block
block:Z28,chapter:Z,Z28,Block Z28,block
block:Z29,chapter:Z,Z29,Block Z29,block
block:Z30,chapter:Z,Z30,Block Z30,block
block:Z31,chapter:Z,Z31,Block Z31,block
block:Z32,chapter:Z,Z32,Block Z32,block
block:Z33,chapter:Z,Z33,Block Z33,block
block:Z34,chapter:Z,Z34,Block Z34,block
block:Z35,chapter:Z,Z35,Block Z35,block
block:Z36,chapter:Z,Z36,Block Z36,block
block:Z37,chapter:Z,Z37,Block Z37,block
block:Z38,chapter:Z,Z38,Block Z38,block
block:Z39,chapter:Z,Z39,Block Z39,block
block:Z40,chapter:Z,Z40,Block Z40,block
block:Z41,chapter:Z,Z41,Block Z41,block
block:Z42,chapter:Z,Z42,Block Z42,block
block:Z43,chapter:Z,Z43,Block Z43,block
block:Z44,chapter:Z,Z44,Block Z44,block
block:Z45,chapter:Z,Z45,Block Z45,block
block:Z46,chapter:Z,Z46,Block Z46,block
block:Z47,chapter:Z,Z47,Block Z47,block
block:Z48,chapter:Z,Z48,Block Z48,block
block:Z49,chapter:Z,Z49,Block Z49,block
block:Z50,chapter:Z,Z50,Block Z50,block
block:Z51,chapter:Z,Z51,Block Z51,block
block:Z52,chapter:Z,Z52,Block Z52,block
block:Z53,chapter:Z,Z53,Block Z53,block
block:Z54,chapter:Z,Z54,Block Z54,block
block:Z55,chapter:Z,Z55,Block Z55,block
block:Z56,chapter:Z,Z56,Block Z56,block
block:Z57,chapter:Z,Z57,Block Z57,block
block:Z58,chapter:Z,Z58,Block Z58,block
block:Z59,chapter:Z,Z59,Block Z59,block
block:Z60,chapter:Z,Z60,Block Z60,block
block:Z61,chapter:Z,Z61,Block Z61,block
block:Z62,chapter:Z,Z62,Block Z62,block
block:Z63,chapter:Z,Z63,Block Z63,block
block:Z64,chapter:Z,Z64,Block Z64,block
block:Z65,chapter:Z,Z65,Block Z65,block
block:Z70,chapter:Z,Z70,Block Z70,block
block:Z71,chapter:Z,Z71,Block Z71,block
block:Z72,chapter:Z,Z72,Block Z72,block
block:Z73,chapter:Z,Z73,Block Z73,block
block:Z74,chapter:Z,Z74,Block Z74,block
block:Z75,chapter:Z,Z75,Block Z75,block
block:Z76,chapter:Z,Z76,Block Z76,block
block:Z80,chapter:Z,Z80,Block Z80,block
block:Z81,chapter:Z,Z81,Block Z81,block
block:Z82,chapter:Z,Z82,Block Z82,block
block:Z83,chapter:Z,Z83,Block Z83,block
block:Z84,chapter:Z,Z84,Block Z84,block
block:Z85,chapter:Z,Z85,Block Z85,block
block:Z86,chapter:Z,Z86,Block Z86,block
block:Z87,chapter:Z,Z87,Block Z87,block
block:Z88,chapter:Z,Z88,Block Z88,block
block:Z89,chapter:Z,Z89,Block Z89,block
block:Z90,chapter:Z,Z90,Block Z90,block
block:Z91,chapter:Z,Z91,Block Z91,block
block:Z92,chapter:Z,Z92,Block Z92,block
block:Z93,chapter:Z,Z93,Block Z93,block
block:Z94,chapter:Z,Z94,Block Z94,block
block:Z95,chapter:Z,Z95,Block Z95,block
block:Z96,chapter:Z,Z96,Block Z96,block
block:Z97,chapter:Z,Z97,Block Z97,block
block:Z98,chapter:Z,Z98,Block Z98,block
block:Z99,chapter:Z,Z99,Block Z99,block
category:A00,block:A00,A00,Category A00,category
category:A01,block:A01,A01,Category A01,category
category:A02,block:A02,A02,Category A02,category
category:A03,block:A03,A03,Category A03,category
category:A04,block:A04,A04,Category A04,category
category:A05,block:A05,A05,Category A05,category
category:A06,block:A06,A06,Category A06,category
category:A07,block:A07,A07,Category A07,category
category:A08,block:A08,A08,Category A08,category
category:A09,block:A09,A09,Category A09,category
category:A15,block:A15,A15,Category A15,category
category:A16,block:A16,A16,Category A16,category
category:A17,block:A17,A17,Category A17,category
category:A18,block:A18,A18,Category A18,category
category:A19,block:A19,A19,Category A19,category
category:A20,block:A20,A20,Category A20,category
category:A21,block:A21,A21,Category A21,category
category:A22,block:A22,A22,Category A22,category
category:A23,block:A23,A23,Category A23,category
category:A24,block:A24,A24,Category A24,category
category:A25,block:A25,A25,Category A25,category
category:A26,block:A26,A26,Category A26,category
category:A27,block:A27,A27,Category A27,category
category:A28,block:A28,A28,Category A28,category
category:A30,block:A30,A30,Category A30,category
category:A31,block:A31,A31,Category A31,category
category:A32,block:A32,A32,Category A32,category
category:A33,block:A33,A33,Category A33,category
category:A34,block:A34,A34,Category A34,category
category:A35,block:A35,A35,Category A35,category
category:A36,block:A36,A36,Category A36,category
category:A37,block:A37,A37,Category A37,category
category:A38,block:A38,A38,Category A38,category
category:A39,block:A39,A39,Category A39,category
category:A40,block:A40,A40,Category A40,category
category:A41,block:A41,A41,Category A41,category
category:A42,block:A42,A42,Category A42,category
category:A43,block:A43,A43,Category A43,category
category:A44,block:A44,A44,Category A44,category
category:A46,block:A46,A46,Category A46,category
category:A48,block:A48,A48,Category A48,category
category:A49,block:A49,A49,Category A49,category
category:A50,block:A50,A50,Category A50,category
category:A51,block:A51,A51,Category A51,category
category:A52,block:A52,A52,Category A52,category
category:A53,block:A53,A53,Category A53,category
category:A54,block:A54,A54,Category A54,category
category:A55,block:A55,A55,Category A55,category
category:A56,block:A56,A56,Category A56,category
category:A57,block:A57,A57,Category A57,category
category:A58,block:A58,A58,Category A58,category
category:A59,block:A59,A59,Category A59,category
category:A60,block:A60,A60,Category A60,category
category:A63,block:A63,A63,Category A63,category
category:A64,block:A64,A64,Category A64,category
category:A65,block:A65,A65,Category A65,category
category:A66,block:A66,A66,Category A66,category
category:A67,block:A67,A67,Category A67,category
category:A68,block:A68,A68,Category A68,category
category:A69,block:A69,A69,Category A69,category
category:A70,block:A70,A70,Category A70,category
category:A71,block:A71,A71,Category A71,category
category:A74,block:A74,A74,Category A74,category
category:A75,block:A75,A75,Category A75,category
category:A77,block:A77,A77,Category A77,category
category:A78,block:A78,A78,Category A78,category
category:A79,block:A79,A79,Category A79,category
category:A80,block:A80,A80,Category A80,category
category:A81,block:A81,A81,Category A81,category
category:A82,block:A82,A82,Category A82,category
category:A83,block:A83,A83,Category A83,category
category:A84,block:A84,A84,Category A84,category
category:A85,block:A85,A85,Category A85,category
category:A86,block:A86,A86,Category A86,category
category:A87,block:A87,A87,Category A87,category
category:A88,block:A88,A88,Category A88,category
category:A89,block:A89,A89,Category A89,category
category:A90,block:A90,A90,Category A90,category
category:A91,block:A91,A91,Category A91,category
category:A92,block:A92,A92,Category A92,category
category:A93,block:A93,A93,Category A93,category
category:A94,block:A94,A94,Category A94,category
category:A95,block:A95,A95,Category A95,category
category:A96,block:A96,A96,Category A96,category
category:A98,block:A98,A98,Category A98,category
category:A99,block:A99,A99,Category A99,category
category:B00,block:B00,B00,Category B00,category
category:B01,block:B01,B01,Category B01,category
category:B02,block:B02,B02,Category B02,category
category:B03,block:B03,B03,Category B03,category
category:B04,block:B04,B04,Category B04,category
category:B05,block:B05,B05,Category B05,category
category:B06,block:B06,B06,Category B06,category
category:B07,block:B07,B07,Category B07,category
category:B08,block:B08,B08,Category B08,category
category:B09,block:B09,B09,Category B09,category
category:B12,block:B12,B12,Category B12,category
category:B15,block:B15,B15,Category B15,category
category:B16,block:B16,B16,Category B16,category
category:B17,block:B17,B17,Category B17,category
category:B18,block:B18,B18,Category B18,category
category:B19,block:B19,B19,Category B19,category
category:B20,block:B20,B20,Category B20,category
category:B21,block:B21,B21,Category B21,category
category:B22,block:B22,B22,Category B22,category
category:B23,block:B23,B23,Category B23,category
category:B24,block:B24,B24,Category B24,category
category:B25,block:B25,B25,Category B25,category
category:B26,block:B26,B26,Category B26,category
category:B27,block:B27,B27,Category B27,category
category:B30,block:B30,B30,Category B30,category
category:B33,block:B33,B33,Category B33,category
category:B34,block:B34,B34,Category B34,category
category:B35,block:B35,B35,Category B35,category
category:B36,block:B36,B36,Category B36,category
category:B37,block:B37,B37,Category B37,category
category:B38,block:B38,B38,Category B38,category
category:B39,block:B39,B39,Category B39,category
category:B40,block:B40,B40,Category B40,category
category:B41,block:B41,B41,Category B41,category
category:B42,block:B42,B42,Category B42,category
category:B43,block:B43,B43,Category B43,category
category:B44,block:B44,B44,Category B44,category
category:B45,block:B45,B45,Category B45,category
category:B46,block:B46,B46,Category B46,category
category:B47,block:B47,B47,Category B47,category
category:B48,block:B48,B48,Category B48,category
category:B49,block:B49,B49,Category B49,category
category:B50,block:B50,B50,Category B50,category
category:B51,block:B51,B51,Category B51,category
category:B52,block:B52,B52,Category B52,category
category:B53,block:B53,B53,Category B53,category
category:B54,block:B54,B54,Category B54,category
category:B55,block:B55,B55,Category B55,category
category:B56,block:B56,B56,Category B56,category
category:B57,block:B57,B57,Category B57,category
category:B58,block:B58,B58,Category B58,category
category:B59,block:B59,B59,Category B59,category
category:B60,block:B60,B60,Category B60,category
category:B64,block:B64,B64,Category B64,category
category:B65,block:B65,B65,Category B65,category
category:B66,block:B66,B66,Category B66,category
category:B67,block:B67,B67,Category B67,category
category:B68,block:B68,B68,Category B68,category
category:B69,block:B69,B69,Category B69,category
category:B70,block:B70,B70,Category B70,category
category:B71,block:B71,B71,Category B71,category
category:B72,block:B72,B72,Category B72,category
category:B73,block:B73,B73,Category B73,category
category:B74,block:B74,B74,Category B74,category
category:B75,block:B75,B75,Category B75,category
category:B76,block:B76,B76,Category B76,category
category:B77,block:B77,B77,Category B77,category
category:B78,block:B78,B78,Category B78,category
category:B79,block:B79,B79,Category B79,category
category:B80,block:B80,B80,Category B80,category
category:B81,block:B81,B81,Category B81,category
category:B82,block:B82,B82,Category B82,category
category:B83,block:B83,B83,Category B83,category
category:B85,block:B85,B85,Category B85,category
